ex_id	id	example_name	subexample_name	text	rus	tree	sent_len
112	97-103	SampleExample	SoleSubExample	ӿоӄот, ӿы нивхгу сык, ӿы во фи нивхгу сык п’р̌ыф, п’р̌орыфку сидьғу п’инёғу сык выкзғыр̌ть, энафтох видь, эна эрирох вит.	Так все люди, все нивхи этого стойбища оставили свои дома, свои зимние жилища, надворные постройки, все амбары, ушли в другое место, на другую речку.	-	20	нёғу	16	0
113	104-105	SampleExample	SoleSubExample	ӿы эри леғах, п’и ула во лыр̌т ӿумдьғу.	Возле реки построили своё хорошее стойбище, стали жить.	-	8	п’и	4	0
114	108	SampleExample	SoleSubExample	ӿоғот, п’во выкста	Поэтому своё стойбище оставили.	-	3	во	3	0
115	4	SampleExample	SoleSubExample	тыф п’ерӽ ныдь.	– Себе норку делал.	-	3	п’ерӽ	2	0
116	56-59	SampleExample	SoleSubExample	[ГЛ:] иф, иф наф мер к’еспурдь мырор п’вох тутх п’рыр̌ ӿоӈгур итныдьра	Он сейчас послушает о чём мы говорим, поедет к себе в своё село и так будет говорить.	-	12	вох	8	0
117	63-64	SampleExample	SoleSubExample	[ГЛ:] ӿоӄоӈан ньр̌ак мерах п’ситр̌ к’еспургуйныр̌,	Чтобы мы всегда говорили по-своему.	-	6	ситр̌	5	0
118	4-5	SampleExample	SoleSubExample	ӿайм мамхть п’хиух п’р̌ыд п’рафтох, малыфуӽ и орр̌ п’ир̌ сарӻор̌ ӿупр̌ т’ырд.	Старушка из лесу домой пришла, села отдыхать поблизости у края реки, смотрела.	-	12	рафтох	6	0
119	11-12	SampleExample	SoleSubExample	мролв, мролв ӿайм мамхть неӈ п’р̌афух п’хирох вийфу, аӈдлаух кыӄкыӄ идыт, лайӈ кыӄкыӄ.	Старушка шла одна из дома в лес, увидела лебедя, растерянного лебедя.	-	13	р̌афух	7	0
120	13-14	SampleExample	SoleSubExample	нивӈ неӈ, хуӈ кыӄкыӄ хат, чӈыр̌ мироӽ кыккык индыр̌, п’р̌афтох р̌ор вид, пуньдь ху сивуд.	Был один человек, лебедь такой, она лебедя в траве увидела, домой унесла, стрелу вытащила.	-	15	р̌афтох	11	0
121	18-20	SampleExample	SoleSubExample	пуйр̌ тораф хикр̌ух тякр р̌аӄ п’ир̌п’ирр̌ пуйрор̌ п’ӈафӄгун р̌ур̌ ӄар̌ мифтох пуйд.	[Лебедь] над землянкой три раза покружил, вслед за друзьями над землёй улетел.	-	12	ӈафӄгун	9	0
